1	61481
2	57427
3	8124
4	49319
5	41033
6	16248
7	40664
8	33103
9	63157
10	16531
11	44044
12	32496
13	47185
14	15793
15	1366
16	671
17	784
18	60779
19	15376
20	33062
21	8529
22	22553
23	57694
24	64992
25	51546
26	28835
27	63011
28	31586
29	57104
30	2732
31	24742
32	1342
33	64051
34	1568
35	58577
36	56023
37	15183
38	30752
39	21249
40	589
41	64977
42	17058
43	26973
44	45106
45	17642
46	49853
47	64514
48	64449
49	4097
50	37557
51	39876
52	57670
53	64969
54	60487
55	64606
56	63172
57	21725
58	48673
59	4882
60	5464
61	64059
62	49484
63	36153
64	2684
65	62614
66	62567
67	47408
68	3136
69	30622
70	51619
71	21492
72	46511
73	31656
74	30366
75	53639
76	61504
77	60938
78	42498
79	53534
80	1178
81	4471
82	64419
83	58927
84	34116
85	3007
86	53946
87	23985
88	24677
89	43327
90	35284
91	47108
92	34171
93	22730
94	63493
95	59740
96	63363
97	18925
98	8194
99	21880
100	9579
101	39780
102	14217
103	13186
104	49805
105	61395
106	64403
107	64831
108	55439
109	61320
110	63677
111	6061
112	60809
113	60826
114	43450
115	56762
116	31811
117	23110
118	9764
119	26276
120	10928
121	7735
122	62583
123	8308
124	33433
125	39294
126	6771
127	20504
128	5368
129	63380
130	59693
131	57858
132	59599
133	9974
134	29281
135	33946
136	6272
137	58538
138	61244
139	15238
140	37703
141	21214
142	42984
143	29082
144	27487
145	36444
146	63312
147	22924
148	60732
149	55321
150	41743
151	2912
152	57473
153	1599
154	56341
155	60925
156	19461
157	41798
158	41533
159	9656
160	2356
161	59655
162	8942
163	38404
164	63303
165	64893
166	52319
167	51182
168	2697
169	13248
170	6014
171	31374
172	42357
173	58547
174	47970
175	35721
176	49354
177	64496
178	21119
179	29586
180	5033
181	59987
182	28681
183	13991
184	2807
185	51300
186	45460
187	64182
188	61451
189	53021
190	53945
191	3008
192	61191
193	45615
194	37850
195	57122
196	16388
197	17693
198	43760
199	34209
200	19158
201	38041
202	14025
203	41063
204	28434
205	14272
206	26372
207	41986
208	34075
209	28184
210	57255
211	45596
212	63271
213	32146
214	64127
215	63773
216	45343
217	2731
218	57105
219	22441
220	61819
221	5930
222	12122
223	13315
224	56083
225	58654
226	56117
227	44012
228	21365
229	19756
230	47989
231	18546
232	63622
233	59893
234	46220
235	21136
236	19528
237	62830
238	52552
239	62137
240	21856
241	57747
242	15470
243	45667
244	59631
245	3060
246	16616
247	59836
248	1331
249	27014
250	13053
251	5300
252	13542
253	61436
254	41008
255	12849
256	10736
257	6425
258	61225
259	8540
260	53851
261	10667
262	50181
263	34408
264	53663
265	20105
266	19948
267	16639
268	58562
269	59654
270	2357
271	23547
272	12544
273	49948
274	51541
275	61904
276	56953
277	26295
278	30476
279	33067
280	9871
281	8745
282	42428
283	33077
284	20433
285	47526
286	58164
287	64661
288	54974
289	49958
290	7353
291	28329
292	61089
293	55515
294	45848
295	12351
296	55929
297	17641
298	45107
299	19073
300	17951
301	28827
302	5824
303	26104
304	49411
305	54030
306	3198
307	56015
308	47147
309	60787
310	56315
311	55165
312	38922
313	36231
314	18061
315	31594
316	17531
317	6532
318	19312
319	5532
320	4712
321	33171
322	53775
323	5909
324	17884
325	24514
326	11273
327	24079
328	61071
329	29072
330	64251
331	35306
332	39103
333	30739
334	36829
335	52765
336	5394
337	44727
338	26496
339	9984
340	12028
341	30907
342	62748
343	22074
344	19179
345	15564
346	51559
347	25948
348	30405
349	36496
350	5907
351	35538
352	33173
353	15888
354	63457
355	63243
356	42238
357	32438
358	59172
359	13816
360	10066
361	14608
362	54439
363	58409
364	57362
365	58356
366	27982
367	11578
368	5614
369	16768
370	37065
371	16763
372	25385
373	43783
374	62829
375	19529
376	57367
377	44106
378	40507
379	10832
380	42355
381	32001
382	6016
383	2835
384	56847
385	16722
386	25695
387	52637
388	10165
389	2032
390	48709
391	59960
392	32776
393	56230
394	35386
395	54572
396	21985
397	33700
398	2883
399	41266
400	38316
401	58246
402	10547
403	48661
404	28050
405	52658
406	16591
407	31288
408	56868
409	33535
410	28544
411	18141
412	52744
413	12706
414	18437
415	49865
416	2615
417	25671
418	56368
419	42057
420	48975
421	30558
422	25657
423	55596
424	61007
425	29998
426	64292
427	62612
428	62719
429	36155
430	62011
431	5955
432	25151
433	18082
434	5462
435	33673
436	48675
437	33348
438	44882
439	6950
440	58103
441	54463
442	11860
443	1949
444	24244
445	29004
446	26630
447	922
448	46631
449	17263
450	51773
451	62796
452	46699
453	28257
454	22489
455	17316
456	42730
457	36260
458	39512
459	50057
460	30443
461	32991
462	37092
463	17310
464	61709
465	15702
466	54251
467	40813
468	26905
469	17269
470	42272
471	20422
472	39056
473	34525
474	60125
475	65088
476	39569
477	51433
478	58739
479	11119
480	43712
481	7352
482	49959
483	24217
484	30940
485	41097
486	25799
487	44372
488	53727
489	44624
490	6120
491	11359
492	33232
493	3093
494	54137
495	50314
496	2662
497	35009
498	54028
499	10385
500	26106
501	58715
502	10600
503	23080
504	27084
505	62906
506	57337
507	2029
508	16481
509	10259
510	25698
511	12959
512	21472
513	10735
514	12850
515	42114
516	56915
517	9383
518	17080
519	47573
520	42167
521	27858
522	21334
523	62692
524	34827
525	22513
526	3281
527	50356
528	41791
529	28654
530	40210
531	10009
532	39896
533	24015
534	33278
535	41750
536	51589
537	41139
538	53773
539	6882
540	4714
541	51882
542	47094
543	567
544	25088
545	59300
546	34361
547	17779
548	37547
549	65495
550	58273
551	5895
552	48371
553	17724
554	52590
555	24070
556	60952
557	37209
558	599
559	25260
560	19742
561	54682
562	17490
563	26508
564	19321
565	60801
566	619
567	543
568	40866
569	37917
570	29517
571	49690
572	50793
573	49813
574	63787
575	3313
576	44413
577	37812
578	34381
579	58220
580	14706
581	56598
582	56658
583	61368
584	56643
585	52427
586	45495
587	20864
588	26161
589	40
590	24702
591	47597
592	46323
593	45390
594	35282
595	12902
596	24679
597	34472
598	38146
599	558
600	35902
601	12075
602	57654
603	61945
604	11648
605	19555
606	52208
607	16831
608	33287
609	41462
610	42525
611	16823
612	6396
613	16288
614	46495
615	19499
616	28759
617	7311
618	56039
619	566
620	47095
621	22355
622	44795
623	10656
624	12309
625	58461
626	6927
627	26052
628	36122
629	10339
630	63188
631	49789
632	35062
633	42511
634	13064
635	43909
636	38624
637	40642
638	11064
639	63746
640	9424
641	21394
642	807
643	6196
644	42015
645	15594
646	11818
647	24693
648	35768
649	2638
650	49028
651	51368
652	22546
653	62480
654	48158
655	65519
656	56607
657	25910
658	58144
659	1373
660	62967
661	22018
662	5077
663	31881
664	12671
665	4066
666	61478
667	53371
668	8123
669	57428
670	39995
671	16
672	10788
673	39080
674	23919
675	28303
676	52992
677	45079
678	19968
679	5352
680	24056
681	26684
682	61814
683	32775
684	59961
685	18006
686	44148
687	63778
688	38358
689	24866
690	31128
691	37495
692	37583
693	61062
694	51896
695	60825
696	60810
697	35271
698	7457
699	40542
700	11814
701	20131
702	5541
703	49434
704	811
705	2385
706	31776
707	10060
708	61379
709	35625
710	60951
711	24071
712	18941
713	63463
714	64876
715	19892
716	52809
717	64717
718	27632
719	5540
720	20132
721	45890
722	29216
723	32691
724	43343
725	53447
726	51283
727	52151
728	49189
729	2531
730	51177
731	60749
732	55964
733	23906
734	23156
735	8947
736	11228
737	28543
738	33536
739	63082
740	8595
741	4506
742	33526
743	2714
744	50770
745	4212
746	22031
747	5291
748	60123
749	27728
750	39058
751	38325
752	49199
753	32546
754	22677
755	4846
756	15479
757	39218
758	21664
759	33935
760	19175
761	32514
762	64002
763	48517
764	12032
765	16445
766	5670
767	65518
768	48159
769	23585
770	33444
771	57311
772	51390
773	35228
774	39739
775	12424
776	20330
777	50972
778	4064
779	11736
780	31883
781	8790
782	54385
783	10787
784	17
785	12483
786	46925
787	30687
788	5237
789	17994
790	43609
791	57730
792	43970
793	45922
794	1865
795	64706
796	5766
797	43738
798	16997
799	41239
800	11097
801	39092
802	50957
803	14599
804	21094
805	53630
806	31787
807	642
808	56100
809	14216
810	39781
811	704
812	33182
813	39187
814	62576
815	5505
816	48201
817	64017
818	1535
819	49376
820	57088
821	56769
822	36282
823	47843
824	39953
825	28201
826	25412
827	4768
828	36874
829	1624
830	34195
831	40771
832	5230
833	4173
834	51342
835	48943
836	47201
837	38058
838	18579
839	8797
840	32415
841	53936
842	61116
843	52944
844	51314
845	34933
846	45657
847	23319
848	56479
849	38754
850	59996
851	61514
852	63049
853	49607
854	59689
855	30355
856	59903
857	44873
858	6775
859	15418
860	58487
861	19403
862	11910
863	36852
864	50302
865	55377
866	36164
867	10197
868	10924
869	27790
870	1811
871	40325
872	31815
873	30040
874	1161
875	45244
876	24229
877	15652
878	13900
879	60090
880	50671
881	33756
